source_id,solution_id,teff1,teff2,logg1,logg2,azero,mh,distancepc,log_pos,log_lik
4421573590334024704,8013174454512009251,5700.088,4954.8086,4.57543,4.538958,0.2809761,-0.76809156,4229.104,-587.1203,-591.10284
4421573590334024704,8013174454512009251,5928.9473,5708.4897,4.4677343,4.6592035,0.2539954,-0.8577659,5713.478,-584.5119,-588.2127
4421573590334024704,8013174454512009251,5701.3145,5111.23,4.5901766,4.6187563,0.39916417,-0.6838801,4393.721,-581.3499,-586.9105
4421573590334024704,8013174454512009251,5717.1865,5247.545,4.5533137,4.579901,0.023395717,-0.8314164,4528.9746,-588.74493,-592.2513
4421573590334024704,8013174454512009251,6050.2,5135.8496,4.481309,4.5269856,0.35485175,-0.51763296,5477.4004,-594.6228,-600.8282
4421573590334024704,8013174454512009251,5732.5957,4924.18,4.478557,4.459434,0.3863569,-0.687379,4497.8096,-590.79395,-596.0468
4421573590334024704,8013174454512009251,5769.7188,5689.218,4.445578,4.5867105,0.19247746,-0.664315,5631.1426,-584.97473,-592.59515
4421573590334024704,8013174454512009251,5915.2603,5182.4487,4.4948697,4.576161,0.29698074,-0.81408566,5153.165,-589.7969,-592.9993
4421573590334024704,8013174454512009251,6128.157,5695.6836,4.6959553,4.5955167,0.3238449,-0.88177127,5394.3403,-581.2694,-578.89594
4421573590334024704,8013174454512009251,5762.935,5692.289,4.5097017,4.4578986,0.063819855,-0.7313351,5555.862,-590.4556,-597.5326
4421573590334024704,8013174454512009251,5717.8203,5048.1157,4.5298467,4.525378,0.38564408,-0.67659926,4444.2773,-588.4222,-594.04016
4421573590334024704,8013174454512009251,5938.156,5731.057,4.494776,4.6013746,0.15965754,-0.51607704,5801.095,-586.24963,-596.0613
4421573590334024704,8013174454512009251,5584.1377,5327.6367,4.3397675,4.5375805,0.3888691,-0.96511006,5076.621,-589.1273,-587.4289
4421573590334024704,8013174454512009251,5848.9565,5402.846,4.510382,4.6596565,0.33171466,-0.73735917,5146.7075,-589.0735,-594.0511
4421573590334024704,8013174454512009251,5702.855,5434.999,4.528506,4.5960455,0.35190153,-0.87968946,4901.6567,-584.33246,-587.2253
