"teff","logg","feh","alphafe","bcg"
7300,5,0.75,0,-0.069
7300,5,1,0,-0.043
7300,5,-0.25,0,-0.176
7300,5,-0.25,0.1,-0.174
7300,5,-0.5,0,-0.197
7300,5,-0.5,0.2,-0.194
7300,5,-0.75,0,-0.215
7300,5,-0.75,0.3,-0.211
7300,5,-1,0,-0.229
7300,5,-1,0.4,-0.225
7300,5,-1.5,0,-0.251
7300,5,-1.5,0.4,-0.248
7300,5,-2,0,-0.265
7300,5,-2,0.4,-0.263
7300,5,-2.5,0,-0.273
7300,5,-2.5,0.4,-0.272
7300,5,-3,0,-0.278
7300,5,-3,0.4,-0.277
7300,5,-3.5,0,-0.281
7300,5,-3.5,0.4,-0.28
7300,5,-4,0,-0.282
7300,5,-4,0.4,-0.282
7300,5,-4.5,0,-0.282
7300,5,-4.5,0.4,-0.278
7300,5,-5,0,-0.284
7300,5,-5,0.4,-0.284
7300,5.5,0,0,-0.161
7300,5.5,0.25,0,-0.133
7300,5.5,0.5,0,-0.103
7300,5.5,0.75,0,-0.074
7300,5.5,1,0,-0.047
7300,5.5,-0.25,0,-0.187
7300,5.5,-0.25,0.1,-0.185
7300,5.5,-0.5,0,-0.21
7300,5.5,-0.5,0.2,-0.206
7300,5.5,-0.75,0,-0.229
7300,5.5,-0.75,0.3,-0.224
7300,5.5,-1,0,-0.244
7300,5.5,-1,0.4,-0.239
7300,5.5,-1.5,0,-0.268
7300,5.5,-1.5,0.4,-0.264
7300,5.5,-2,0,-0.282
7300,5.5,-2,0.4,-0.28
7300,5.5,-2.5,0,-0.291
7300,5.5,-2.5,0.4,-0.29
7300,5.5,-3,0,-0.296
7300,5.5,-3,0.4,-0.295
7300,5.5,-3.5,0,-0.298
7300,5.5,-3.5,0.4,-0.298
7300,5.5,-4,0,-0.3
7300,5.5,-4,0.4,-0.3
7300,5.5,-4.5,0,-0.3
7300,5.5,-4.5,0.4,-0.296
7300,5.5,-5,0,-0.301
7300,5.5,-5,0.4,-0.301
7400,3.5,0,0,-0.107
7400,3.5,0.25,0,-0.088
7400,3.5,0.5,0,-0.067
7400,3.5,0.75,0,-0.047
7400,3.5,1,0,-0.027
7400,3.5,-0.25,0,-0.124
7400,3.5,-0.25,0.1,-0.123
7400,3.5,-0.75,0,-0.151
7400,3.5,-0.75,0.3,-0.148
7400,3.5,-1,0,-0.16
7400,3.5,-1,0.4,-0.158
7400,3.5,-1.5,0,-0.176
7400,3.5,-1.5,0.4,-0.174
7400,3.5,-3,0,-0.195
7400,3.5,-3.5,0,-0.197
7400,3.5,-3.5,0.4,-0.197
7400,3.5,-4,0,-0.199
7400,3.5,-4,0.4,-0.199
7400,3.5,-4.5,0,-0.198
7400,3.5,-4.5,0.4,-0.197
7400,3.5,-5,0,-0.2
7400,3.5,-5,0.4,-0.2
7400,4,0,0,-0.125
7400,4,-0.25,0,-0.144
7400,4,-0.25,0.1,-0.143
7400,4,-0.5,0,-0.161
7400,4,-0.5,0.2,-0.158
7400,4,-0.75,0,-0.175
7400,4,-0.75,0.3,-0.172
7400,4,-1,0,-0.186
7400,4,-1,0.4,-0.183
7400,4,-1.5,0,-0.203
7400,4,-1.5,0.4,-0.201
7400,4,-2,0,-0.214
7400,4,-2,0.4,-0.213
7400,4,-2.5,0,-0.221
7400,4,-2.5,0.4,-0.22
7400,4,-3,0,-0.225
7400,4,-3,0.4,-0.224
7400,4,-3.5,0,-0.227
7400,4,-3.5,0.4,-0.227
7400,4,-4,0,-0.229
7400,4,-4,0.4,-0.229
7400,4,-4.5,0,-0.228
7400,4,-4.5,0.4,-0.224
7400,4,-5,0,-0.23
7400,4,-5,0.4,-0.23
7400,4.5,0,0,-0.142
7400,4.5,0.25,0,-0.118
7400,4.5,0.5,0,-0.092
7400,4.5,0.75,0,-0.066
7400,4.5,1,0,-0.042
7400,4.5,-0.25,0,-0.164
7400,4.5,-0.25,0.1,-0.162
7400,4.5,-0.5,0,-0.183
7400,4.5,-0.5,0.2,-0.18
7400,4.5,-0.75,0,-0.199
7400,4.5,-0.75,0.3,-0.195
7400,4.5,-1,0,-0.211
7400,4.5,-1,0.4,-0.207
7400,4.5,-1.5,0,-0.23
7400,4.5,-1.5,0.4,-0.228
7400,4.5,-2,0,-0.242
7400,4.5,-2,0.4,-0.241
7400,4.5,-2.5,0,-0.25
7400,4.5,-2.5,0.4,-0.249
7400,4.5,-3,0,-0.254
7400,4.5,-3,0.4,-0.254
7400,4.5,-3.5,0,-0.257
7400,4.5,-3.5,0.4,-0.256
7400,4.5,-4,0,-0.258
7400,4.5,-4,0.4,-0.258
7400,4.5,-4.5,0,-0.258
7400,4.5,-4.5,0.4,-0.253
7400,4.5,-5,0,-0.259
7400,4.5,-5,0.4,-0.259
7400,5,0,0,-0.157
7400,5,0.25,0,-0.131
7400,5,0.5,0,-0.102
7400,5,0.75,0,-0.075
7400,5,1,0,-0.048
7400,5,-0.25,0,-0.181
7400,5,-0.25,0.1,-0.179
7400,5,-0.5,0,-0.202
7400,5,-0.5,0.2,-0.199
7400,5,-0.75,0,-0.219
7400,5,-0.75,0.3,-0.215
7400,5,-1,0,-0.233
7400,5,-1,0.4,-0.229
7400,5,-1.5,0,-0.254
7400,5,-1.5,0.4,-0.251
7400,5,-2,0,-0.267
7400,5,-2,0.4,-0.266
7400,5,-2.5,0,-0.275
7400,5,-2.5,0.4,-0.274
7400,5,-3,0,-0.28
7400,5,-3,0.4,-0.279
7400,5,-3.5,0,-0.283
7400,5,-3.5,0.4,-0.282
7400,5,-4,0,-0.284
7400,5,-4,0.4,-0.284
7400,5,-4.5,0,-0.283
7400,5,-4.5,0.4,-0.28
7400,5,-5,0,-0.285
7400,5,-5,0.4,-0.285
7400,5.5,0,0,-0.168
7400,5.5,0.25,0,-0.14
7400,5.5,0.5,0,-0.11
7400,5.5,0.75,0,-0.081
7400,5.5,1,0,-0.053
7400,5.5,-0.25,0,-0.194
7400,5.5,-0.25,0.1,-0.192
7400,5.5,-0.5,0,-0.216
7400,5.5,-0.5,0.2,-0.213
7400,5.5,-0.75,0,-0.235
7400,5.5,-0.75,0.3,-0.23
7400,5.5,-1,0,-0.249
7400,5.5,-1,0.4,-0.245
7400,5.5,-1.5,0,-0.273
7400,5.5,-1.5,0.4,-0.269
7400,5.5,-2,0,-0.287
7400,5.5,-2,0.4,-0.285
7400,5.5,-2.5,0,-0.295
7400,5.5,-2.5,0.4,-0.294
7400,5.5,-3,0,-0.3
7400,5.5,-3,0.4,-0.299
7400,5.5,-3.5,0,-0.302
7400,5.5,-3.5,0.4,-0.302
7400,5.5,-4,0,-0.304
7400,5.5,-4,0.4,-0.304
7400,5.5,-4.5,0,-0.303
7400,5.5,-4.5,0.4,-0.299
7400,5.5,-5,0,-0.305
7400,5.5,-5,0.4,-0.305
7500,3.5,0,0,-0.11
7500,3.5,0.25,0,-0.092
7500,3.5,0.5,0,-0.072
7500,3.5,0.75,0,-0.051
7500,3.5,1,0,-0.031
7500,3.5,-0.25,0,-0.127
7500,3.5,-0.25,0.1,-0.126
7500,3.5,-0.5,0,-0.141
7500,3.5,-0.5,0.2,-0.139
7500,3.5,-0.75,0,-0.153
7500,3.5,-0.75,0.3,-0.15
7500,3.5,-1,0,-0.161
7500,3.5,-1,0.4,-0.159
7500,3.5,-1.5,0,-0.176
7500,3.5,-1.5,0.4,-0.174
7500,3.5,-2,0,-0.185
7500,3.5,-2,0.4,-0.184
7500,3.5,-2.5,0,-0.191
7500,3.5,-2.5,0.4,-0.19
7500,3.5,-3,0,-0.194
7500,3.5,-3,0.4,-0.194
7500,3.5,-3.5,0,-0.197
7500,3.5,-3.5,0.4,-0.196
7500,3.5,-4,0,-0.198
7500,3.5,-4,0.4,-0.198
7500,3.5,-4.5,0,-0.198
7500,3.5,-4.5,0.4,-0.196
7500,3.5,-5,0,-0.199
7500,3.5,-5,0.4,-0.199
7500,4,0,0,-0.129
7500,4,1,0,-0.038
7500,4,-0.25,0,-0.147
7500,4,-0.25,0.1,-0.146
7500,4,-1,0,-0.187
7500,4,-1,0.4,-0.184
7500,4,-1.5,0,-0.204
7500,4,-1.5,0.4,-0.202
7500,4,-2,0,-0.214
7500,4,-2,0.4,-0.213
7500,4,-2.5,0,-0.22
7500,4,-2.5,0.4,-0.22
7500,4,-3,0,-0.224
7500,4,-3,0.4,-0.224
7500,4,-3.5,0,-0.227
7500,4,-3.5,0.4,-0.226
7500,4,-4,0,-0.228
7500,4,-4,0.4,-0.228
7500,4,-4.5,0,-0.227
7500,4,-4.5,0.4,-0.222
7500,4,-5,0,-0.229
7500,4,-5,0.4,-0.229
7500,4.5,0,0,-0.147
7500,4.5,0.25,0,-0.123
7500,4.5,0.5,0,-0.097
7500,4.5,0.75,0,-0.071
7500,4.5,1,0,-0.046
7500,4.5,-0.25,0,-0.168
7500,4.5,-0.25,0.1,-0.166
7500,4.5,-0.5,0,-0.186
7500,4.5,-0.5,0.2,-0.183
7500,4.5,-0.75,0,-0.201
7500,4.5,-0.75,0.3,-0.198
7500,4.5,-1,0,-0.213
7500,4.5,-1,0.4,-0.21
7500,4.5,-1.5,0,-0.232
7500,4.5,-1.5,0.4,-0.229
7500,4.5,-2,0,-0.243
7500,4.5,-2,0.4,-0.242
7500,4.5,-2.5,0,-0.25
7500,4.5,-2.5,0.4,-0.249
7500,4.5,-3,0,-0.254
7500,4.5,-3,0.4,-0.254
7500,4.5,-3.5,0,-0.257
7500,4.5,-3.5,0.4,-0.257
7500,4.5,-4,0,-0.258
7500,4.5,-4,0.4,-0.258
7500,4.5,-4.5,0,-0.258
7500,4.5,-4.5,0.4,-0.252
7500,4.5,-5,0,-0.26
7500,4.5,-5,0.4,-0.259
7500,5,0,0,-0.163
7500,5,0.25,0,-0.137
7500,5,0.5,0,-0.109
7500,5,0.75,0,-0.08
7500,5,1,0,-0.053
7500,5,-0.25,0,-0.187
7500,5,-0.25,0.1,-0.185
7500,5,-0.5,0,-0.207
7500,5,-0.5,0.2,-0.204
7500,5,-0.75,0,-0.224
7500,5,-0.75,0.3,-0.22
7500,5,-1,0,-0.236
7500,5,-1,0.4,-0.233
7500,5,-1.5,0,-0.257
7500,5,-1.5,0.4,-0.254
7500,5,-2,0,-0.27
7500,5,-2,0.4,-0.268
7500,5,-2.5,0,-0.277
7500,5,-2.5,0.4,-0.276
7500,5,-3,0,-0.282
7500,5,-3,0.4,-0.281
7500,5,-3.5,0,-0.284
7500,5,-3.5,0.4,-0.284
7500,5,-4,0,-0.286
7500,5,-4,0.4,-0.286
7500,5,-4.5,0,-0.285
7500,5,-4.5,0.4,-0.282
7500,5,-5,0,-0.287
7500,5,-5,0.4,-0.287
7500,5.5,0,0,-0.176
7500,5.5,0.25,0,-0.148
7500,5.5,0.5,0,-0.118
7500,5.5,0.75,0,-0.087
7500,5.5,1,0,-0.059
7500,5.5,-0.25,0,-0.201
7500,5.5,-0.25,0.1,-0.199
7500,5.5,-0.5,0,-0.223
7500,5.5,-0.5,0.2,-0.219
7500,5.5,-0.75,0,-0.241
7500,5.5,-0.75,0.3,-0.237
7500,5.5,-1,0,-0.255
7500,5.5,-1,0.4,-0.251
7500,5.5,-1.5,0,-0.278
7500,5.5,-1.5,0.4,-0.274
7500,5.5,-2,0,-0.291
7500,5.5,-2,0.4,-0.289
7500,5.5,-2.5,0,-0.299
7500,5.5,-2.5,0.4,-0.298
7500,5.5,-3,0,-0.304
7500,5.5,-3,0.4,-0.303
7500,5.5,-3.5,0,-0.306
7500,5.5,-3.5,0.4,-0.306
7500,5.5,-4,0,-0.308
7500,5.5,-4,0.4,-0.307
7500,5.5,-4.5,0,-0.307
7500,5.5,-4.5,0.4,-0.302
7500,5.5,-5,0,-0.309
7500,5.5,-5,0.4,-0.309
7600,3.5,0,0,-0.114
7600,3.5,0.25,0,-0.096
7600,3.5,0.5,0,-0.077
7600,3.5,0.75,0,-0.056
7600,3.5,-0.25,0,-0.13
7600,3.5,-0.25,0.1,-0.129
7600,3.5,-0.5,0,-0.144
7600,3.5,-0.5,0.2,-0.142
7600,3.5,-0.75,0.3,-0.152
7600,3.5,-1,0,-0.163
7600,3.5,-1,0.4,-0.161
7600,3.5,-1.5,0,-0.177
7600,3.5,-1.5,0.4,-0.175
7600,3.5,-2,0,-0.186
7600,3.5,-2,0.4,-0.185
7600,3.5,-2.5,0,-0.191
7600,3.5,-2.5,0.4,-0.191
7600,3.5,-3,0,-0.195
7600,3.5,-3,0.4,-0.194
7600,3.5,-3.5,0,-0.197
7600,3.5,-3.5,0.4,-0.196
7600,3.5,-4,0,-0.198
7600,3.5,-4,0.4,-0.198
7600,3.5,-4.5,0,-0.197
7600,3.5,-4.5,0.4,-0.195
7600,3.5,-5,0,-0.199
7600,3.5,-5,0.4,-0.199
7600,4,0,0,-0.133
7600,4,0.5,0,-0.09
7600,4,0.75,0,-0.066
7600,4,-0.25,0,-0.151
7600,4,-0.25,0.1,-0.15
7600,4,-0.75,0,-0.179
7600,4,-1,0,-0.189
7600,4,-1,0.4,-0.186
7600,4,-1.5,0,-0.205
7600,4,-1.5,0.4,-0.203
7600,4,-3.5,0.4,-0.226
7600,4,-4,0.4,-0.228
7600,4,-4.5,0.4,-0.221
7600,4,-5,0.4,-0.229
7600,4.5,0,0,-0.152
7600,4.5,0.25,0,-0.128
7600,4.5,0.5,0,-0.103
7600,4.5,0.75,0,-0.077
7600,4.5,-0.25,0,-0.172
7600,4.5,-0.25,0.1,-0.171
7600,4.5,-0.5,0,-0.19
7600,4.5,-0.5,0.2,-0.187
7600,4.5,-0.75,0,-0.204
7600,4.5,-0.75,0.3,-0.201
7600,4.5,-1,0,-0.215
7600,4.5,-1,0.4,-0.212
7600,4.5,-1.5,0,-0.233
7600,4.5,-1.5,0.4,-0.231
7600,4.5,-2,0,-0.244
7600,4.5,-2,0.4,-0.243
7600,4.5,-2.5,0,-0.251
7600,4.5,-2.5,0.4,-0.25
7600,4.5,-3,0,-0.255
7600,4.5,-3,0.4,-0.254
7600,4.5,-3.5,0,-0.257
7600,4.5,-3.5,0.4,-0.257
7600,4.5,-4,0,-0.259
7600,4.5,-4,0.4,-0.258
7600,4.5,-4.5,0,-0.258
7600,4.5,-4.5,0.4,-0.252
7600,4.5,-5,0,-0.26
7600,4.5,-5,0.4,-0.26
7600,5,0,0,-0.169
7600,5,0.25,0,-0.143
7600,5,0.5,0,-0.115
7600,5,0.75,0,-0.087
7600,5,1,0,-0.059
7600,5,-0.25,0,-0.192
7600,5,-0.25,0.1,-0.19
7600,5,-0.5,0,-0.212
7600,5,-0.5,0.2,-0.209
7600,5,-0.75,0,-0.228
7600,5,-0.75,0.3,-0.224
7600,5,-1,0,-0.24
7600,5,-1,0.4,-0.237
7600,5,-1.5,0,-0.26
7600,5,-1.5,0.4,-0.257
7600,5,-2,0,-0.272
7600,5,-2,0.4,-0.27
7600,5,-2.5,0,-0.279
7600,5,-2.5,0.4,-0.278
7600,5,-3,0,-0.284
7600,5,-3,0.4,-0.283
7600,5,-3.5,0,-0.286
7600,5,-3.5,0.4,-0.286
7600,5,-4,0,-0.287
7600,5,-4,0.4,-0.287
7600,5,-4.5,0,-0.286
7600,5,-4.5,0.4,-0.282
7600,5,-5,0,-0.288
7600,5,-5,0.4,-0.288
7600,5.5,0,0,-0.183
7600,5.5,0.25,0,-0.155
7600,5.5,0.5,0,-0.125
7600,5.5,0.75,0,-0.095
7600,5.5,1,0,-0.065
7600,5.5,-0.25,0,-0.208
7600,5.5,-0.25,0.1,-0.206
7600,5.5,-0.5,0,-0.229
7600,5.5,-0.5,0.2,-0.226
7600,5.5,-0.75,0,-0.247
7600,5.5,-0.75,0.3,-0.243
7600,5.5,-1,0,-0.26
7600,5.5,-1,0.4,-0.257
7600,5.5,-1.5,0,-0.282
7600,5.5,-1.5,0.4,-0.279
7600,5.5,-2,0,-0.295
7600,5.5,-2,0.4,-0.294
7600,5.5,-2.5,0,-0.303
7600,5.5,-2.5,0.4,-0.302
7600,5.5,-3,0,-0.307
7600,5.5,-3,0.4,-0.307
7600,5.5,-3.5,0,-0.31
7600,5.5,-3.5,0.4,-0.309
7600,5.5,-4,0,-0.311
7600,5.5,-4,0.4,-0.311
7600,5.5,-4.5,0,-0.31
7600,5.5,-4.5,0.4,-0.305
7600,5.5,-5,0,-0.312
7600,5.5,-5,0.4,-0.312
7700,3.5,0,0,-0.119
7700,3.5,0.25,0,-0.102
7700,3.5,0.5,0,-0.083
7700,3.5,0.75,0,-0.062
7700,3.5,1,0,-0.042
7700,3.5,-0.25,0,-0.134
7700,3.5,-0.25,0.1,-0.133
7700,3.5,-0.5,0,-0.147
7700,3.5,-0.75,0,-0.158
7700,3.5,-0.75,0.3,-0.155
7700,3.5,-1,0,-0.166
7700,3.5,-1,0.4,-0.164
7700,3.5,-1.5,0,-0.179
7700,3.5,-1.5,0.4,-0.177
7700,3.5,-2,0,-0.188
7700,3.5,-2,0.4,-0.186
7700,3.5,-2.5,0,-0.193
7700,3.5,-2.5,0.4,-0.192
7700,3.5,-3,0,-0.196
7700,3.5,-3.5,0,-0.198
7700,3.5,-3.5,0.4,-0.198
7700,3.5,-4,0,-0.199
7700,3.5,-4,0.4,-0.199
7700,3.5,-4.5,0,-0.198
7700,3.5,-4.5,0.4,-0.196
7700,3.5,-5,0,-0.2
7700,3.5,-5,0.4,-0.2
7700,4,0,0,-0.137
7700,4,0.25,0,-0.117
7700,4,0.5,0,-0.095
7700,4,0.75,0,-0.072
7700,4,1,0,-0.049
7700,4,-0.25,0,-0.155
7700,4,-0.25,0.1,-0.154
7700,4,-0.75,0,-0.182
7700,4,-1,0,-0.191
7700,4,-1,0.4,-0.189
7700,4,-1.5,0,-0.206
7700,4,-3,0,-0.224
7700,4,-3.5,0,-0.227
7700,4,-3.5,0.4,-0.226
7700,4,-4,0,-0.228
7700,4,-4,0.4,-0.228
7700,4,-4.5,0,-0.227
7700,4,-4.5,0.4,-0.22
7700,4,-5,0,-0.229
7700,4,-5,0.4,-0.229
7700,4.5,0,0,-0.157
7700,4.5,0.5,0,-0.109
7700,4.5,1,0,-0.058
7700,4.5,-0.25,0,-0.177
7700,4.5,-0.25,0.1,-0.175
7700,4.5,-0.5,0,-0.194
7700,4.5,-0.5,0.2,-0.191
7700,4.5,-0.75,0,-0.207
7700,4.5,-0.75,0.3,-0.204
7700,4.5,-1,0,-0.218
7700,4.5,-1,0.4,-0.215
7700,4.5,-1.5,0,-0.235
7700,4.5,-1.5,0.4,-0.233
7700,4.5,-2,0,-0.245
7700,4.5,-2,0.4,-0.244
7700,4.5,-2.5,0,-0.252
7700,4.5,-2.5,0.4,-0.251
7700,4.5,-3,0,-0.255
7700,4.5,-3,0.4,-0.255
7700,4.5,-3.5,0,-0.258
7700,4.5,-3.5,0.4,-0.257
7700,4.5,-4,0,-0.259
7700,4.5,-4,0.4,-0.259
7700,4.5,-4.5,0,-0.258
7700,4.5,-4.5,0.4,-0.252
7700,4.5,-5,0,-0.26
7700,4.5,-5,0.4,-0.26
7700,5,0,0,-0.176
7700,5,0.25,0,-0.15
7700,5,0.5,0,-0.123
7700,5,0.75,0,-0.094
7700,5,1,0,-0.066
7700,5,-0.25,0,-0.198
7700,5,-0.25,0.1,-0.196
7700,5,-0.5,0,-0.217
7700,5,-0.5,0.2,-0.214
7700,5,-0.75,0,-0.232
7700,5,-0.75,0.3,-0.228
7700,5,-1,0,-0.244
7700,5,-1,0.4,-0.241
7700,5,-1.5,0,-0.263
7700,5,-1.5,0.4,-0.26
7700,5,-2,0,-0.274
7700,5,-2,0.4,-0.273
7700,5,-2.5,0,-0.281
7700,5,-2.5,0.4,-0.28
7700,5,-3,0,-0.285
7700,5,-3,0.4,-0.285
7700,5,-3.5,0,-0.288
7700,5,-3.5,0.4,-0.287
7700,5,-4,0,-0.289
7700,5,-4,0.4,-0.289
7700,5,-4.5,0,-0.288
7700,5,-4.5,0.4,-0.282
7700,5,-5,0,-0.29
7700,5,-5,0.4,-0.29
7700,5.5,0,0,-0.191
7700,5.5,0.25,0,-0.163
7700,5.5,0.5,0,-0.134
7700,5.5,0.75,0,-0.103
7700,5.5,1,0,-0.073
7700,5.5,-0.25,0,-0.215
7700,5.5,-0.25,0.1,-0.213
7700,5.5,-0.5,0,-0.236
7700,5.5,-0.5,0.2,-0.233
7700,5.5,-0.75,0,-0.253
7700,5.5,-0.75,0.3,-0.249
7700,5.5,-1,0,-0.266
7700,5.5,-1,0.4,-0.262
7700,5.5,-1.5,0,-0.287
7700,5.5,-1.5,0.4,-0.284
7700,5.5,-2,0,-0.299
7700,5.5,-2,0.4,-0.298
7700,5.5,-2.5,0,-0.307
7700,5.5,-2.5,0.4,-0.306
7700,5.5,-3,0,-0.311
7700,5.5,-3,0.4,-0.31
7700,5.5,-3.5,0,-0.313
7700,5.5,-3.5,0.4,-0.313
7700,5.5,-4,0,-0.314
7700,5.5,-4,0.4,-0.314
7700,5.5,-4.5,0,-0.313
7700,5.5,-4.5,0.4,-0.307
7700,5.5,-5,0,-0.315
7700,5.5,-5,0.4,-0.315
7800,3.5,0,0,-0.125
7800,3.5,0.25,0,-0.108
7800,3.5,0.75,0,-0.069
7800,3.5,-0.25,0,-0.139
7800,3.5,-0.25,0.1,-0.138
7800,3.5,-0.5,0,-0.152
7800,3.5,-0.5,0.2,-0.15
7800,3.5,-0.75,0,-0.162
7800,3.5,-0.75,0.3,-0.159
7800,3.5,-1,0,-0.169
7800,3.5,-1,0.4,-0.167
7800,3.5,-1.5,0,-0.182
7800,3.5,-1.5,0.4,-0.18
7800,3.5,-2,0,-0.191
7800,3.5,-2,0.4,-0.189
7800,3.5,-2.5,0,-0.196
7800,3.5,-2.5,0.4,-0.195
7800,3.5,-3,0,-0.199
7800,3.5,-3,0.4,-0.198
7800,3.5,-3.5,0,-0.201
7800,3.5,-3.5,0.4,-0.2
7800,3.5,-4,0,-0.202
7800,3.5,-4,0.4,-0.201
7800,3.5,-4.5,0,-0.2
7800,3.5,-4.5,0.4,-0.197
7800,3.5,-5,0,-0.202
7800,3.5,-5,0.4,-0.202
7800,4,0,0,-0.143
7800,4,0.25,0,-0.123
7800,4,0.5,0,-0.102
7800,4,0.75,0,-0.079
7800,4,1,0,-0.056
7800,4,-0.25,0,-0.159
7800,4,-0.25,0.1,-0.158
7800,4,-0.5,0,-0.173
7800,4,-0.5,0.2,-0.171
7800,4,-0.75,0,-0.185
7800,4,-1,0,-0.193
7800,4,-1,0.4,-0.191
7800,4,-1.5,0.4,-0.206
7800,4,-3,0,-0.226
7800,4,-3.5,0,-0.228
7800,4,-3.5,0.4,-0.227
7800,4,-4,0,-0.229
7800,4,-4,0.4,-0.229
7800,4,-4.5,0,-0.228
7800,4,-4.5,0.4,-0.221
7800,4,-5,0,-0.23
7800,4,-5,0.4,-0.23
7800,4.5,0,0,-0.162
7800,4.5,0.5,0,-0.116
7800,4.5,1,0,-0.065
7800,4.5,-0.25,0,-0.182
7800,4.5,-0.25,0.1,-0.18
7800,4.5,-0.75,0,-0.211
7800,4.5,-0.75,0.3,-0.208
7800,4.5,-1,0,-0.22
7800,4.5,-1,0.4,-0.218
7800,4.5,-1.5,0,-0.237
7800,4.5,-1.5,0.4,-0.235
7800,4.5,-2,0,-0.247
7800,4.5,-2,0.4,-0.245
7800,4.5,-2.5,0,-0.253
7800,4.5,-2.5,0.4,-0.252
7800,4.5,-3,0,-0.256
7800,4.5,-3,0.4,-0.256
7800,4.5,-3.5,0,-0.258
7800,4.5,-3.5,0.4,-0.258
7800,4.5,-4,0,-0.26
7800,4.5,-4,0.4,-0.259
7800,4.5,-4.5,0,-0.259
7800,4.5,-4.5,0.4,-0.251
7800,4.5,-5,0,-0.261
7800,4.5,-5,0.4,-0.261
7800,5,0,0,-0.182
7800,5,0.25,0,-0.157
7800,5,0.5,0,-0.13
7800,5,0.75,0,-0.102
7800,5,-0.25,0,-0.203
7800,5,-0.25,0.1,-0.202
7800,5,-0.5,0,-0.221
7800,5,-0.5,0.2,-0.219
7800,5,-0.75,0,-0.236
7800,5,-0.75,0.3,-0.233
7800,5,-1,0,-0.247
7800,5,-1,0.4,-0.244
7800,5,-1.5,0,-0.266
7800,5,-1.5,0.4,-0.263
7800,5,-2,0,-0.277
7800,5,-2,0.4,-0.275
7800,5,-2.5,0,-0.283
7800,5,-2.5,0.4,-0.282
7800,5,-3,0,-0.287
7800,5,-3,0.4,-0.287
7800,5,-3.5,0,-0.289
7800,5,-3.5,0.4,-0.289
7800,5,-4,0,-0.29
7800,5,-4,0.4,-0.29
7800,5,-4.5,0,-0.289
7800,5,-4.5,0.4,-0.282
7800,5,-5,0,-0.291
7800,5,-5,0.4,-0.291
7800,5.5,0,0,-0.199
7800,5.5,0.25,0,-0.172
7800,5.5,0.5,0,-0.142
7800,5.5,0.75,0,-0.111
7800,5.5,1,0,-0.081
7800,5.5,-0.25,0,-0.222
7800,5.5,-0.25,0.1,-0.221
7800,5.5,-0.5,0,-0.242
7800,5.5,-0.5,0.2,-0.239
7800,5.5,-0.75,0,-0.259
7800,5.5,-0.75,0.3,-0.255
7800,5.5,-1,0,-0.271
7800,5.5,-1,0.4,-0.268
7800,5.5,-1.5,0,-0.291
7800,5.5,-1.5,0.4,-0.289
7800,5.5,-2,0,-0.303
7800,5.5,-2,0.4,-0.302
7800,5.5,-2.5,0,-0.31
7800,5.5,-2.5,0.4,-0.309
7800,5.5,-3,0,-0.314
7800,5.5,-3,0.4,-0.314
7800,5.5,-3.5,0,-0.316
7800,5.5,-3.5,0.4,-0.316
7800,5.5,-4,0,-0.318
7800,5.5,-4,0.4,-0.317
7800,5.5,-4.5,0,-0.316
7800,5.5,-4.5,0.4,-0.309
7800,5.5,-5,0,-0.319
7800,5.5,-5,0.4,-0.319
7900,3.5,0,0,-0.131
7900,3.5,0.25,0,-0.115
7900,3.5,0.5,0,-0.097
7900,3.5,0.75,0,-0.077
7900,3.5,1,0,-0.057
7900,3.5,-0.25,0,-0.145
7900,3.5,-0.25,0.1,-0.144
7900,3.5,-0.5,0,-0.157
7900,3.5,-0.5,0.2,-0.155
7900,3.5,-0.75,0,-0.167
7900,3.5,-0.75,0.3,-0.165
7900,3.5,-1,0,-0.174
7900,3.5,-1,0.4,-0.172
7900,3.5,-1.5,0,-0.187
7900,3.5,-1.5,0.4,-0.185
7900,3.5,-2,0,-0.196
7900,3.5,-2,0.4,-0.194
7900,3.5,-3,0,-0.203
7900,3.5,-3.5,0,-0.205
7900,3.5,-3.5,0.4,-0.205
7900,3.5,-4,0,-0.206
7900,3.5,-4,0.4,-0.206
7900,3.5,-4.5,0,-0.204
7900,3.5,-4.5,0.4,-0.202
7900,3.5,-5,0,-0.207
7900,3.5,-5,0.4,-0.207
7900,4,0,0,-0.148
7900,4,0.25,0,-0.13
7900,4,0.5,0,-0.109
7900,4,0.75,0,-0.087
7900,4,1,0,-0.064
7900,4,-0.25,0,-0.164
7900,4,-0.25,0.1,-0.163
7900,4,-0.5,0,-0.178
7900,4,-0.5,0.2,-0.176
7900,4,-0.75,0,-0.189
7900,4,-0.75,0.3,-0.186
7900,4,-1,0,-0.197
7900,4,-1.5,0.4,-0.209
7900,4,-2,0.4,-0.218
7900,4,-2.5,0,-0.224
7900,4,-2.5,0.4,-0.224
7900,4,-3,0,-0.228
7900,4,-3,0.4,-0.227
7900,4,-3.5,0,-0.229
7900,4,-3.5,0.4,-0.229
7900,4,-4,0,-0.231
7900,4,-4,0.4,-0.23
7900,4,-4.5,0,-0.229
7900,4,-4.5,0.4,-0.226
7900,4,-5,0,-0.231
7900,4,-5,0.4,-0.231
7900,4.5,0,0,-0.168
7900,4.5,0.75,0,-0.098
7900,4.5,-0.25,0,-0.187
7900,4.5,-0.25,0.1,-0.185
7900,4.5,-0.75,0,-0.214
