solution_id,source_id,teff,azero,logg,mh,ag,mg,distancepc,abp,arp,ebpminrp,log_pos,log_lik,radius
8013174454444875809,4421573384179219840,4260.07,1.340502,0.9722772,-0.009937366,0.95338786,-4.7941313,10001.735,1.2722006,0.7721565,0.5000441,-904.1363,-498.766,171.17747
8013174454444875809,4421573384179219840,4568.409,1.7777946,1.0850025,-0.01144544,1.283298,-4.7571387,9364.054,1.7013091,1.0288774,0.6724317,-915.5066,-459.34103,150.3124
8013174454444875809,4421573384179219840,4164.7583,1.107055,0.9036187,-0.009714077,0.7842467,-4.837604,10804.0,1.0491142,0.63655186,0.41256237,-893.8814,-502.00336,185.3231
8013174454444875809,4421573384179219840,4732.9307,1.9820384,1.1513716,-0.011983968,1.440171,-4.737285,8955.514,1.9054892,1.1489987,0.75649047,-913.0839,-440.80463,139.26868
8013174454444875809,4421573384179219840,4752.3145,2.0156963,1.1561308,-0.012091647,1.4652265,-4.733305,8909.521,1.9385926,1.1685786,0.7700139,-914.2612,-438.52002,138.48141
8013174454444875809,4421573384179219840,4320.6094,1.39963,0.9814926,-0.010561408,0.9996552,-4.793205,10111.699,1.3308197,0.80752015,0.5232996,-910.7273,-491.95972,169.38918
8013174454444875809,4421573384179219840,4138.4844,1.0305349,0.87921184,-0.009773687,0.7292777,-4.854751,11138.626,0.9763358,0.5922189,0.38411695,-897.0217,-507.198,190.66367
8013174454444875809,4421573384179219840,4726.0396,1.9742218,1.1383027,-0.012152151,1.4340231,-4.728956,9073.461,1.8974916,1.1443837,0.7531079,-915.2881,-441.33896,141.37497
8013174454444875809,4421573384179219840,4680.712,1.9097692,1.1306871,-0.011045248,1.3851918,-4.7364817,9102.822,1.8335098,1.1066629,0.72684693,-915.4318,-446.7512,142.60664
8013174454444875809,4421573384179219840,4713.5664,1.9502934,1.1428101,-0.011961791,1.4163709,-4.7341213,9030.556,1.874131,1.1304908,0.7436402,-913.7657,-443.645,140.6154
8013174454444875809,4421573384179219840,4096.6685,0.9592016,0.8347575,-0.009807096,0.67670184,-4.8938212,11573.727,0.9077978,0.55042994,0.35736787,-891.1364,-501.62875,200.73497
8013174454444875809,4421573384179219840,4682.457,1.9149456,1.1248078,-0.011915237,1.3889048,-4.741515,9157.445,1.8384656,1.1096451,0.72882044,-916.4651,-446.21304,143.57442
8013174454444875809,4421573384179219840,4000.497,0.7561549,0.71219623,-0.009596239,0.52938133,-5.026997,13027.655,0.7144288,0.43209127,0.28233752,-886.2357,-492.25916,231.03676
8013174454444875809,4421573384179219840,4009.767,0.755122,0.71764356,-0.009991268,0.5293297,-5.027869,13046.249,0.7137156,0.4317673,0.2819483,-888.70764,-494.95343,229.53185
8013174454444875809,4421573384179219840,4164.4404,1.116718,0.904372,-0.009619489,0.7908523,-4.8351836,10764.606,1.0581337,0.6420321,0.41610163,-893.1309,-500.7352,185.16904
8013174454444875809,4421573384179219840,4030.8975,0.82404816,0.7501774,-0.0098820785,0.57829636,-4.9871817,12558.106,0.7789756,0.4715098,0.3074658,-885.5237,-494.3899,221.11324
8013174454444875809,4421573384179219840,4780.9917,2.0550895,1.166115,-0.011438168,1.4951024,-4.7235045,8840.026,1.9778,1.1916214,0.7861786,-915.8171,-436.4885,136.89899
8013174454444875809,4421573384179219840,4693.0625,1.9205302,1.1369728,-0.011728033,1.3938648,-4.7345,9069.019,1.8446076,1.113086,0.7315216,-914.0585,-446.22473,141.56711
8013174454444875809,4421573384179219840,4027.9045,0.8385922,0.7476628,-0.009231966,0.58801925,-4.986449,12512.193,0.7924807,0.47966188,0.31281883,-885.90594,-493.7934,221.75655
8013174454444875809,4421573384179219840,4130.588,1.0369139,0.8691322,-0.009754866,0.7329783,-4.8658195,11177.277,0.9819386,0.59560794,0.38633066,-893.248,-501.66666,192.89162
8013174454444875809,4421573384179219840,4026.81,0.7922107,0.73798627,-0.009471247,0.5560925,-5.0069084,12797.448,0.7489943,0.45331565,0.29567865,-889.1288,-496.93234,224.26889
8013174454444875809,4421573384179219840,4019.3252,0.8064388,0.73751307,-0.009968427,0.5653414,-4.998693,12679.795,0.7621376,0.46117604,0.30096155,-885.03973,-493.06894,224.33896
8013174454444875809,4421573384179219840,4083.8042,0.9578791,0.8178098,-0.009299258,0.67461926,-4.9114594,11686.505,0.906063,0.54922175,0.35684127,-889.4845,-498.07523,204.67485
8013174454444875809,4421573384179219840,4010.7598,0.7753983,0.71557635,-0.009446231,0.5433135,-5.0332174,13009.1875,0.7327178,0.44329897,0.28941885,-888.831,-493.12802,230.09933
8013174454444875809,4421573384179219840,4040.3752,0.8361466,0.7628571,-0.009527439,0.58733976,-4.971832,12434.363,0.7906107,0.47866365,0.31194702,-886.3463,-496.3459,217.92433
8013174454444875809,4421573384179219840,4757.266,2.01779,1.1585331,-0.012089273,1.4671687,-4.735277,8904.333,1.9409665,1.1698862,0.77108026,-914.21265,-438.30966,138.12434
8013174454444875809,4421573384179219840,4031.922,0.81623524,0.75045925,-0.009755961,0.5730117,-4.987675,12591.09,0.77169114,0.46710765,0.3045835,-886.3365,-495.54144,221.04672
8013174454444875809,4421573384179219840,4001.6416,0.75449574,0.70529217,-0.00935565,0.5282895,-5.0424013,13137.122,0.7128607,0.43117765,0.28168306,-888.76245,-492.5766,232.82541
8013174454444875809,4421573384179219840,4232.016,1.2622077,0.9387659,-0.010228899,0.8969034,-4.8172836,10409.156,1.1973706,0.7268083,0.47056234,-901.0819,-498.0504,177.95021
8013174454444875809,4421573384179219840,4032.3318,0.8032114,0.7566145,-0.009691153,0.5641324,-4.9744964,12557.597,0.75955003,0.45973355,0.2998165,-886.13403,-497.94827,219.47443
8013174454444875809,4421573384179219840,4711.9883,1.9439211,1.143076,-0.010130564,1.411771,-4.7545037,9043.231,1.8679543,1.126826,0.7411282,-914.3645,-444.52667,140.69772
8013174454444875809,4421573384179219840,4038.9294,0.8610274,0.7592488,-0.00972293,0.60430044,-4.978251,12382.212,0.8138416,0.49274018,0.3211014,-886.7586,-494.4565,218.83473
8013174454444875809,4421573384179219840,4108.6304,0.9778153,0.8459466,-0.009543034,0.6904992,-4.8852844,11471.14,0.92569244,0.5613722,0.36432022,-893.2509,-503.348,198.14647
8013174454444875809,4421573384179219840,4199.592,1.1745975,0.93893087,-0.009843485,0.83391845,-4.80895,10436.793,1.1139355,0.67610013,0.43783534,-894.6111,-502.7972,177.89775
8013174454444875809,4421573384179219840,4031.2427,0.80590683,0.7515342,-0.009138895,0.56586957,-4.9824615,12605.614,0.7620073,0.4612244,0.3007829,-886.2985,-496.63083,220.77689
8013174454444875809,4421573384179219840,4246.872,1.2797415,0.9335222,-0.010402894,0.9102356,-4.822754,10518.506,1.2144502,0.73719645,0.4772538,-904.87506,-496.93143,179.08272
8013174454444875809,4421573384179219840,4050.0889,0.8689358,0.77113193,-0.009583146,0.61063486,-4.967425,12299.653,0.82161295,0.49758494,0.32402802,-887.492,-495.95807,215.90768
8013174454444875809,4421573384179219840,4082.4033,0.93391746,0.81546915,-0.009419413,0.658038,-4.9150095,11783.926,0.8835949,0.5355637,0.34803116,-889.6789,-499.50238,205.2246
8013174454444875809,4421573384179219840,3943.6545,0.58558524,0.6259242,-0.008514854,0.40809214,-5.131556,14375.605,0.55321676,0.33360797,0.21960878,-891.12604,-490.00363,255.18526
8013174454444875809,4421573384179219840,4127.618,1.0671848,0.8625653,-0.00978865,0.75349975,-4.8762527,11135.679,1.0100855,0.6127182,0.39736724,-894.637,-499.86246,194.34058
8013174454444875809,4421573384179219840,4043.8103,0.84324867,0.76847,-0.009847838,0.5925037,-4.9653416,12366.927,0.7973865,0.4828049,0.31458163,-886.334,-496.87823,216.51765
8013174454444875809,4421573384179219840,4166.8716,1.116138,0.9077531,-0.0095901145,0.7906804,-4.8310156,10744.828,1.0577124,0.64178103,0.4159314,-892.9409,-501.3894,184.45052
8013174454444875809,4421573384179219840,4055.9429,0.8825561,0.7885245,-0.009148466,0.6205188,-4.9362755,12075.029,0.83462656,0.5055124,0.32911414,-884.4498,-496.15793,211.59064
8013174454444875809,4421573384179219840,4174.652,1.1499809,0.9110203,-0.009480904,0.814607,-4.8343873,10657.752,1.0896722,0.6612632,0.42840898,-894.02527,-500.3284,183.71986
8013174454444875809,4421573384179219840,4736.6084,1.9817314,1.1458899,-0.012118311,1.4402857,-4.731245,9025.782,1.905436,1.1489083,0.7565278,-914.5808,-440.84958,140.1283
8013174454444875809,4421573384179219840,4040.1423,0.8464123,0.7641188,-0.009153386,0.59436595,-4.9675403,12379.344,0.8002149,0.48448068,0.3157342,-885.15265,-494.978,217.60956
8013174454444875809,4421573384179219840,4127.147,1.0355592,0.8608367,-0.009746962,0.7317277,-4.8792853,11252.067,0.9804845,0.59473175,0.38575274,-893.78296,-500.8187,194.7214
